【领域汇总】
"领域","收敛前数量","收敛后数量","削减数量","削减率"
"资金","122","94","28","23.0%"
"投资","60","39","21","35.0%"
"费用","109","75","34","31.2%"
"财税","210","165","45","21.4%"
"系统","536","494","42","7.8%"
"机构","24","16","8","33.3%"
"合计","1061","883","178","16.8%"

【城市×领域收敛矩阵】
"城市","资金_收敛前","资金_收敛后","资金_削减","投资_收敛前","投资_收敛后","投资_削减","费用_收敛前","费用_收敛后","费用_削减","财税_收敛前","财税_收敛后","财税_削减","系统_收敛前","系统_收敛后","系统_削减","机构_收敛前","机构_收敛后","机构_削减","合计削减数","合计削减率"
"上海","47","38","9","6","6","0","16","14","2","80","65","15","213","196","17","8","7","1","44","11.9%"
"合肥","17","14","3","34","19","15","34","16","18","51","46","5","77","68","9","7","1","6","56","25.5%"
"深圳","34","22","12","6","5","1","13","12","1","37","28","9","139","131","8","5","4","1","32","13.7%"
"成都","14","13","1","12","11","1","21","19","2","38","30","8","75","71","4","2","2","0","16","9.9%"
"内江","10","10","0","0","0","0","22","13","9","3","4","-1","27","27","0","1","1","0","8","12.7%"

【智能体明细】
"智能体ID","智能体名称","分中心","城市归属","所属领域","一级服务线","二级服务线","场景","调用量","发布状态","收敛状态","所属方案ID","方案代表智能体","方案相似度","方案智能体数"
"agent_1157","合同印花税附件智能识别_2025-03-20 20:01:41_导出节点_2025-03-25 13:00:13","内江分公司","内江","财税","","","","1","未发布","未收敛","","","",""
"agent_14","人格-凭证内容批量修改","合肥分公司","合肥","财税","产险机构集中","产险机构集中","","22193","已发布","已收敛","proposal_4","产险机构集中-产险机构集中-统一智能体","16.8%","11"
"agent_38","人格-机构集中ITAX税务档案校验","合肥分公司","合肥","财税","产险机构集中","产险机构集中","","6766","已发布","已收敛","proposal_4","产险机构集中-产险机构集中-统一智能体","16.8%","11"
"agent_177","人格-信托核算规则","合肥分公司","合肥","财税","账套管理","创建凭证","财务类服务项目","595","已发布","已收敛","proposal_24","账套管理-创建凭证-统一智能体","4.7%","5"
"agent_255","人格-养老险免税清单查询","合肥分公司","合肥","财税","税务及发票管理","税金测算","税务类服务项目","282","已发布","已收敛","proposal_15","税务及发票管理-税金测算-统一智能体","10.1%","6"
"agent_584","人格-预提核算科目代码查询","合肥分公司","合肥","财税","寿险机构集中","寿险机构集中","","24","已发布","已收敛","proposal_11","寿险机构集中-寿险机构集中-统一智能体","11.0%","36"
"agent_599","人格-项目名称税率查询","合肥分公司","合肥","财税","寿险机构集中","寿险机构集中","","23","已发布","已收敛","proposal_11","寿险机构集中-寿险机构集中-统一智能体","11.0%","36"
"agent_737","人格-全年税务金额查询","合肥分公司","合肥","财税","寿险机构集中","寿险机构集中","","12","已发布","已收敛","proposal_11","寿险机构集中-寿险机构集中-统一智能体","11.0%","36"
"agent_806","人格-寿险核算题库通","合肥分公司","合肥","财税","寿险机构集中","寿险机构集中","","9","已发布","已收敛","proposal_11","寿险机构集中-寿险机构集中-统一智能体","11.0%","36"
"agent_931","人格-产险税务出题助手","合肥分公司","合肥","财税","产险机构集中","产险机构集中","","5","已发布","已收敛","proposal_4","产险机构集中-产险机构集中-统一智能体","16.8%","11"
"agent_22","车船税目查询","合肥分公司","合肥","财税","","","","14226","已发布","未收敛","","","",""
"agent_53","人格-统信数据智能核对","合肥分公司","合肥","财税","寿险机构集中-税务","寿险机构集中-核算","","3841","已发布","未收敛","","","",""
"agent_64","人格-车船税测算自动化","合肥分公司","合肥","财税","机构集中","税务","","2869","已发布","未收敛","","","",""
"agent_72","产险-车船税目查询","合肥分公司","合肥","财税","","","","2444","已发布","未收敛","","","",""
"agent_79","人格-异常供应商""智能筛""","合肥分公司","合肥","财税","寿险机构集中-税务","寿险机构集中-税务","","1994","已发布","未收敛","","","",""
"agent_154","财税知识百事通","合肥分公司","合肥","财税","","","","739","已发布","未收敛","","","",""
"agent_171","人格-税局工会经费识别","合肥分公司","合肥","财税","账套管理","工会账套管理","财务类服务项目","631","已发布","未收敛","","","",""
"agent_186","税局截屏检查","合肥分公司","合肥","财税","","","","563","已发布","未收敛","","","",""
"agent_204","核算科目总账知识问","合肥分公司","合肥","财税","","","","463","已发布","未收敛","","","",""
"agent_205","寿险税务智能问答","合肥分公司","合肥","财税","","","","444","已发布","未收敛","","","",""
"agent_214","税种详情","合肥分公司","合肥","财税","","","","408","已发布","未收敛","","","",""
"agent_238","核算总账规则","合肥分公司","合肥","财税","","","","307","已发布","未收敛","","","",""
"agent_245","产险知识库问答","合肥分公司","合肥","财税","","","","299","已发布","未收敛","","","",""
"agent_248","总账核算助手","合肥分公司","合肥","财税","","","","296","已发布","未收敛","","","",""
"agent_279","财智通2.0-发票质检通","合肥分公司","合肥","财税","","","","229","已发布","未收敛","","","",""
"agent_302","印花税税目","合肥分公司","合肥","财税","","","","183","已发布","未收敛","","","",""
"agent_330","信托核算规则","合肥分公司","合肥","财税","","","","126","已发布","未收敛","","","",""
"agent_500","人格-凭证一致性核对","合肥分公司","合肥","财税","","","","37","已发布","未收敛","","","",""
"agent_520","风控-税务财务报表智能核对","合肥分公司","合肥","财税","","","","35","未发布","未收敛","","","",""
"agent_562","人格-产险核算作业知识检索","合肥分公司","合肥","财税","","","","26","已发布","未收敛","","","",""
"agent_574","家族信托对账通","合肥分公司","合肥","财税","","","","25","未发布","未收敛","","","",""
"agent_589","税务归档文件命名","合肥分公司","合肥","财税","","","","24","未发布","未收敛","","","",""
"agent_598","人格-核算科目总账知识问","合肥分公司","合肥","财税","","","","23","已发布","未收敛","","","",""
"agent_618","产险-车船税目查询（改进版）","合肥分公司","合肥","财税","","","","20","已发布","未收敛","","","",""
"agent_629","纳税识别号查询","合肥分公司","合肥","财税","","","","20","未发布","未收敛","","","",""
"agent_676","产险机构集中业务智能问答","合肥分公司","合肥","财税","","","","15","已发布","未收敛","","","",""
"agent_770","印花税知识问答智能体","合肥分公司","合肥","财税","","","","10","未发布","未收敛","","","",""
"agent_805","人格-寿险核算作业知识检索","合肥分公司","合肥","财税","","","","9","已发布","未收敛","","","",""
"agent_809","信托报税-适用新准则的一般企业财报填报规则","合肥分公司","合肥","财税","","","","9","未发布","未收敛","","","",""
"agent_810","信托核算1","合肥分公司","合肥","财税","","","","9","未发布","未收敛","","","",""
"agent_834","人格-总账指令操作手册","合肥分公司","合肥","财税","","","","8","已发布","未收敛","","","",""
"agent_842","寿险总账大小类智能体(1)","合肥分公司","合肥","财税","","","","8","未发布","未收敛","","","",""
"agent_932","人格-信托金融产品印花税知识点","合肥分公司","合肥","财税","","","","5","已发布","未收敛","","","",""
"agent_941","免税清单查询","合肥分公司","合肥","财税","","","","5","已发布","未收敛","","","",""
"agent_986","寿险税务题库通","合肥分公司","合肥","财税","","","","4","未发布","未收敛","","","",""
"agent_1011","风控-税务财务报表智能核对_导出节点_2025-06-23 13:50:36_导出节点_2025-08-19 17:59:12","合肥分公司","合肥","财税","","","","4","未发布","未收敛","","","",""
"agent_1017","人格--印花税核心政策","合肥分公司","合肥","财税","","","","3","已发布","未收敛","","","",""
"agent_1020","人格-税务完税证明要素提取_导出节点_2025-05-12 14:36:50","合肥分公司","合肥","财税","","","","3","未发布","未收敛","","","",""
"agent_1050","税金提取","合肥分公司","合肥","财税","","","","3","未发布","未收敛","","","",""
"agent_1053","视同销售","合肥分公司","合肥","财税","","","","3","未发布","未收敛","","","",""
"agent_1083","信托税务日常作业智能体知识点_default_导出节点_2025-09-10 09:54:53","合肥分公司","合肥","财税","","","","2","未发布","未收敛","","","",""
"agent_1221","车船税异常数据梳理","合肥分公司","合肥","财税","","","","1","未发布","未收敛","","","",""
"agent_41","人格-成都机构集中产险税务信息查询","成都分公司","成都","财税","产险机构集中","产险机构集中","","5895","已发布","已收敛","proposal_4","产险机构集中-产险机构集中-统一智能体","16.8%","11"
"agent_98","人格-陆控业务大小类科目查询","成都分公司","成都","财税","账套管理/陆控机构集中","创建凭证/账套管理-创建凭证（陆控机构）","","1427","已发布","已收敛","proposal_14","账套管理/陆控机构集中-创建凭证/账套管理-创建凭证（陆控机构）-统一智能体","41.9%","2"
"agent_103","成都-增值税-税率查询","成都分公司","成都","财税","税务及发票管理","税金测算","税务类服务项目","1376","已发布","已收敛","proposal_15","税务及发票管理-税金测算-统一智能体","10.1%","6"
"agent_111","成都-财服-财税-月结指令对账检查","成都分公司","成都","财税","账套管理","月结基础套餐","财务类服务项目","1216","已发布","已收敛","proposal_13","账套管理-月结基础套餐-统一智能体","14.9%","14"
"agent_122","人格-陆控总账电子附件要求","成都分公司","成都","财税","账套管理/陆控机构集中","创建凭证/账套管理-创建凭证（陆控机构）","","1031","已发布","已收敛","proposal_14","账套管理/陆控机构集中-创建凭证/账套管理-创建凭证（陆控机构）-统一智能体","41.9%","2"
"agent_125","人格-财智云总分类账知识库","成都分公司","成都","财税","系统运维管理","系统运维管理","系统运维类服务项目","970","已发布","已收敛","proposal_17","系统运维管理-系统运维管理-统一智能体","23.7%","7"
"agent_129","人格-税务完税证明要素提取","成都分公司","成都","财税","寿险机构集中","寿险机构集中","","927","已发布","已收敛","proposal_11","寿险机构集中-寿险机构集中-统一智能体","11.0%","36"
"agent_189","人格-新总账上线公司段检查","成都分公司","成都","财税","系统运维管理","系统运维管理","系统运维类服务项目","530","已发布","已收敛","proposal_17","系统运维管理-系统运维管理-统一智能体","23.7%","7"
"agent_193","人格-寿险关联交易科目检查","成都分公司","成都","财税","寿险机构集中","寿险机构集中","","510","已发布","已收敛","proposal_11","寿险机构集中-寿险机构集中-统一智能体","11.0%","36"
"agent_197","人格-陆控-业财核对数据匹配规则","成都分公司","成都","财税","账套附加","账套附加","财务类服务项目","486","已发布","已收敛","proposal_18","账套附加-账套附加-统一智能体","15.7%","14"
"agent_234","人格-成都机构集中寿险税务信息查询","成都分公司","成都","财税","寿险机构集中","寿险机构集中","","314","已发布","已收敛","proposal_11","寿险机构集中-寿险机构集中-统一智能体","11.0%","36"
"agent_862","人格-税务知识库","成都分公司","成都","财税","系统运维管理","系统运维管理","系统运维类服务项目","7","已发布","已收敛","proposal_17","系统运维管理-系统运维管理-统一智能体","23.7%","7"
"agent_61","增值税法智能问答","成都分公司","成都","财税","","","","3058","已发布","未收敛","","","",""
"agent_128","人格-新总账知识问答","成都分公司","成都","财税","","","","940","已发布","未收敛","","","",""
"agent_176","中华人民共和国企业所得税法","成都分公司","成都","财税","","","","595","已发布","未收敛","","","",""
"agent_180","人格-完税证明信息提取","成都分公司","成都","财税","","","","590","已发布","未收敛","","","",""
"agent_229","新总账上线公司段检查","成都分公司","成都","财税","","","","327","已发布","未收敛","","","",""
"agent_247","人格-财税机构业务出题助手","成都分公司","成都","财税","","","","299","已发布","未收敛","","","",""
"agent_295","人格-成都机构集中寿险税务信息查询助手","成都分公司","成都","财税","","","","193","已发布","未收敛","","","",""
"agent_311","总账抽检智能体对接","成都分公司","成都","财税","","","","164","已发布","未收敛","","","",""
"agent_314","人格-VMS进项发票导入联系人员查询","成都分公司","成都","财税","税务及发票管理","发票管理","税务类服务项目","153","已发布","未收敛","","","",""
"agent_365","新总账报表核对","成都分公司","成都","财税","","","","93","未发布","未收敛","","","",""
"agent_371","新总账上线公司段检查(文件解析版)","成都分公司","成都","财税","","","","89","已发布","未收敛","","","",""
"agent_433","成分机构集中完税证明信息提取","成都分公司","成都","财税","","","","57","已发布","未收敛","","","",""
"agent_447","财智云总分类账知识库","成都分公司","成都","财税","","","","52","未发布","未收敛","","","",""
"agent_544","DeepSeek*合同印花台账生成","成都分公司","成都","财税","","","","29","已发布","未收敛","","","",""
"agent_567","税务完税证明要素提取","成都分公司","成都","财税","","","","26","已发布","未收敛","","","",""
"agent_588","税务印花税识别","成都分公司","成都","财税","","","","24","已发布","未收敛","","","",""
"agent_712","人格-OF汇总表提取_测试_导出节点_2025-06-09 14:55:57","成都分公司","成都","财税","","","","13","未发布","未收敛","","","",""
"agent_735","人格-OF汇总表提取_测试","成都分公司","成都","财税","","","","12","未发布","未收敛","","","",""
"agent_798","预核算校验关系比对","成都分公司","成都","财税","","","","10","未发布","未收敛","","","",""
"agent_846","成都机构集中寿险税务信息查询","成都分公司","成都","财税","","","","8","未发布","未收敛","","","",""
"agent_892","产险-车船税目查询_导出节点_2025-06-16 16:39:22","成都分公司","成都","财税","","","","6","未发布","未收敛","","","",""
"agent_992","新总账知识问答","成都分公司","成都","财税","","","","4","未发布","未收敛","","","",""
"agent_1056","财税-测试通用OCR+大模型(1)","成都分公司","成都","财税","","","","3","未发布","未收敛","","","",""
"agent_1089","合同印花税智能识别2.0_+E采识别_导出节点_2025-03-26 15:48:10","成都分公司","成都","财税","","","","2","未发布","未收敛","","","",""
"agent_1179","新总账知识问答","成都分公司","成都","财税","","","","1","已发布","未收敛","","","",""
"agent_1180","新总账知识问答1","成都分公司","成都","财税","","","","1","未发布","未收敛","","","",""
"agent_50","人格-智审-寿险机构总账","深圳分公司","深圳","财税","账套管理","入账审核","财务类服务项目","4040","已发布","已收敛","proposal_12","账套管理-入账审核-统一智能体","49.0%","14"
"agent_134","人格-智审-产险机构总账","深圳分公司","深圳","财税","账套管理","入账审核","财务类服务项目","899","已发布","已收敛","proposal_12","账套管理-入账审核-统一智能体","49.0%","14"
"agent_139","人格-智审-集团总账","深圳分公司","深圳","财税","账套管理","入账审核","财务类服务项目","868","已发布","已收敛","proposal_12","账套管理-入账审核-统一智能体","49.0%","14"
"agent_160","人格-利息测算助手","深圳分公司","深圳","财税","报表专项管理","报表专项管理","财务类服务项目","700","已发布","已收敛","proposal_22","报表专项管理-报表专项管理-统一智能体","12.6%","4"
"agent_218","人格-智审-科技总账","深圳分公司","深圳","财税","账套管理","入账审核","财务类服务项目","397","已发布","已收敛","proposal_12","账套管理-入账审核-统一智能体","49.0%","14"
"agent_301","人格-智审-寿险总部总账","深圳分公司","深圳","财税","账套管理","入账审核","财务类服务项目","183","已发布","已收敛","proposal_12","账套管理-入账审核-统一智能体","49.0%","14"
"agent_334","人格-智审-产险总部总账","深圳分公司","深圳","财税","账套管理","入账审核","财务类服务项目","123","已发布","已收敛","proposal_12","账套管理-入账审核-统一智能体","49.0%","14"
"agent_346","人格-智审-平安医疗总账","深圳分公司","深圳","财税","账套管理","入账审核","财务类服务项目","110","已发布","已收敛","proposal_12","账套管理-入账审核-统一智能体","49.0%","14"
"agent_362","人格-智审-信托总账","深圳分公司","深圳","财税","账套管理","入账审核","财务类服务项目","97","已发布","已收敛","proposal_12","账套管理-入账审核-统一智能体","49.0%","14"
"agent_421","人格-智审-金科总账","深圳分公司","深圳","财税","账套管理","入账审核","财务类服务项目","60","已发布","已收敛","proposal_12","账套管理-入账审核-统一智能体","49.0%","14"
"agent_563","人格-智审-金融中心总账","深圳分公司","深圳","财税","账套管理","入账审核","财务类服务项目","26","已发布","已收敛","proposal_12","账套管理-入账审核-统一智能体","49.0%","14"
"agent_620","人格-智审-智慧城市总账","深圳分公司","深圳","财税","账套管理","入账审核","财务类服务项目","20","已发布","已收敛","proposal_12","账套管理-入账审核-统一智能体","49.0%","14"
"agent_6","总账智审-寿险机构","深圳分公司","深圳","财税","","","","66243","已发布","未收敛","","","",""
"agent_121","总账智审-科技","深圳分公司","深圳","财税","","","","1065","已发布","未收敛","","","",""
"agent_137","智审-科技总账","深圳分公司","深圳","财税","","","","883","已发布","未收敛","","","",""
"agent_196","智审-寿险机构总账","深圳分公司","深圳","财税","","","","487","已发布","未收敛","","","",""
"agent_303","智审-产险机构总账","深圳分公司","深圳","财税","","","","180","已发布","未收敛","","","",""
"agent_353","智审-信托总账","深圳分公司","深圳","财税","","","","103","已发布","未收敛","","","",""
"agent_391","智审-寿险总部总账","深圳分公司","深圳","财税","","","","75","已发布","未收敛","","","",""
"agent_424","智审-产险总部总账","深圳分公司","深圳","财税","","","","59","已发布","未收敛","","","",""
"agent_430","智审-寿险机构总账(1)","深圳分公司","深圳","财税","","","","58","未发布","未收敛","","","",""
"agent_468","银企对账-余额核对","深圳分公司","深圳","财税","","","","45","未发布","未收敛","","","",""
"agent_518","银企对账-余额核对_导出节点_2025-04-14 09:34:24","深圳分公司","深圳","财税","","","","35","未发布","未收敛","","","",""
"agent_703","智审-集团总账","深圳分公司","深圳","财税","","","","14","已发布","未收敛","","","",""
"agent_768","银企对账-余额核对_测试","深圳分公司","深圳","财税","","","","11","未发布","未收敛","","","",""
"agent_845","总账智审","深圳分公司","深圳","财税","","","","8","已发布","未收敛","","","",""
"agent_851","账务检查","深圳分公司","深圳","财税","","","","8","已发布","未收敛","","","",""
"agent_978","会计政策解读","深圳分公司","深圳","财税","","","","4","未发布","未收敛","","","",""
"agent_1006","银企对账-发生额核对","深圳分公司","深圳","财税","","","","4","未发布","未收敛","","","",""
"agent_1028","增值税税率查询","深圳分公司","深圳","财税","","","","3","未发布","未收敛","","","",""
"agent_1075","人格-智审助手（寿险机构总账）_导出节点_2025-05-27 13:44:46","深圳分公司","深圳","财税","","","","2","未发布","未收敛","","","",""
"agent_1088","印花税智能判断工作流_压缩包批量处理版_default_导出节点_2025-12-12 09:02:41","深圳分公司","深圳","财税","","","","2","未发布","未收敛","","","",""
"agent_1102","智答-个人所得税","深圳分公司","深圳","财税","","","","2","已发布","未收敛","","","",""
"agent_1130","AIFLOW智能体-cpa","深圳分公司","深圳","财税","","","","1","未发布","未收敛","","","",""
"agent_1170","总账账务问答","深圳分公司","深圳","财税","","","","1","已发布","未收敛","","","",""
"agent_1173","报表分析","深圳分公司","深圳","财税","","","","1","未发布","未收敛","","","",""
"agent_1199","科目汇总账整理","深圳分公司","深圳","财税","","","","1","未发布","未收敛","","","",""
"agent_109","财服知识问答","","未归属","系统","","","","1261","已发布","未收敛","","","",""
"agent_307","洛分激励案生成大神V2","洛阳分公司","未归属","系统","","","","170","已发布","未收敛","","","",""
"agent_526","团建知识百科全书","洛阳分公司","未归属","系统","","","","32","未发布","未收敛","","","",""
"agent_997","签报审核经办部门更新入口","","未归属","系统","","","","4","已发布","未收敛","","","",""
"agent_1066","【金服案例库-办公提效】寿险非方案签报审批","","未归属","系统","","","","2","已发布","未收敛","","","",""
"agent_69","人格-风控-借贷异常校验","总部","上海","系统","账套管理","月结基础套餐","财务类服务项目","2723","已发布","已收敛","proposal_13","账套管理-月结基础套餐-统一智能体","14.9%","14"
"agent_112","人格-风控-网银入账一致性校验","总部","上海","系统","账套管理","月结基础套餐","财务类服务项目","1198","已发布","已收敛","proposal_13","账套管理-月结基础套餐-统一智能体","14.9%","14"
"agent_113","人格-智能出题","总部","上海","系统","通用","通用","","1189","已发布","已收敛","proposal_16","通用-通用-统一智能体","21.6%","4"
"agent_114","人格-系统迭代文案生成","总部","上海","系统","系统运维管理","BRD需求管理","","1189","已发布","已收敛","proposal_2","系统运维管理-BRD需求管理-统一智能体","19.5%","5"
"agent_163","人格-批语生成","上海分公司","上海","系统","寿险机构集中","寿险机构集中","","673","已发布","已收敛","proposal_11","寿险机构集中-寿险机构集中-统一智能体","11.0%","36"
"agent_183","关联交易对接助手","上海分公司","上海","系统","账套附加","账套附加","财务类服务项目","583","已发布","已收敛","proposal_18","账套附加-账套附加-统一智能体","15.7%","14"
"agent_208","金服数据查询demo版","上海分公司","上海","系统","寿险机构集中","寿险机构集中","","440","已发布","已收敛","proposal_11","寿险机构集中-寿险机构集中-统一智能体","11.0%","36"
"agent_237","人格-账套信息百科","上海分公司","上海","系统","账套附加","账套附加","财务类服务项目","308","已发布","已收敛","proposal_18","账套附加-账套附加-统一智能体","15.7%","14"
"agent_276","人格-企业关联方代码检索","上海分公司","上海","系统","账套附加","账套附加","财务类服务项目","237","已发布","已收敛","proposal_18","账套附加-账套附加-统一智能体","15.7%","14"
"agent_304","财务报告智能分析","上海分公司","上海","系统","报表专项管理","报表专项管理","财务类服务项目","180","已发布","已收敛","proposal_22","报表专项管理-报表专项管理-统一智能体","12.6%","4"
"agent_401","人格-信用代码查询","上海分公司","上海","系统","账套附加","账套附加","财务类服务项目","68","已发布","已收敛","proposal_18","账套附加-账套附加-统一智能体","15.7%","14"
"agent_416","人格-常见网址链接查询","上海分公司","上海","系统","账套附加","账套附加","财务类服务项目","63","已发布","已收敛","proposal_18","账套附加-账套附加-统一智能体","15.7%","14"
"agent_448","人格-人民币兑美元历史汇率查询","上海分公司","上海","系统","账套附加","账套附加","财务类服务项目","51","已发布","已收敛","proposal_18","账套附加-账套附加-统一智能体","15.7%","14"
"agent_463","人格-智能阅卷","总部","上海","系统","通用","通用","","46","已发布","已收敛","proposal_16","通用-通用-统一智能体","21.6%","4"
"agent_496","人格-风控-手册审核","总部","上海","系统","通用","通用","","38","已发布","已收敛","proposal_16","通用-通用-统一智能体","21.6%","4"
"agent_512","人格-管理主体查询","上海分公司","上海","系统","账套附加","账套附加","财务类服务项目","35","已发布","已收敛","proposal_18","账套附加-账套附加-统一智能体","15.7%","14"
"agent_547","人格-财务指标查询","上海分公司","上海","系统","账套附加","账套附加","财务类服务项目","29","已发布","已收敛","proposal_18","账套附加-账套附加-统一智能体","15.7%","14"
"agent_697","人格-风控-制度一致性对比","总部","上海","系统","通用","通用","","14","已发布","已收敛","proposal_16","通用-通用-统一智能体","21.6%","4"
"agent_863","人格-立项要素识别提取","上海分公司","上海","系统","账套管理","入账审核","财务类服务项目","7","已发布","已收敛","proposal_12","账套管理-入账审核-统一智能体","49.0%","14"
"agent_1146","人格-个险外勤培训住宿审批助手","上海分公司","上海","系统","寿险机构集中","寿险机构集中","","1","已发布","已收敛","proposal_11","寿险机构集中-寿险机构集中-统一智能体","11.0%","36"
"agent_4","财服-问答反馈测试","总部","上海","系统","","","","228915","未发布","未收敛","","","",""
"agent_13","智慧助手AI问答","总部","上海","系统","","","","23737","已发布","未收敛","","","",""
"agent_16","QWEN-72B","总部","上海","系统","","","","20236","已发布","未收敛","","","",""
"agent_52","智审2026","上海分公司","上海","系统","","","","3862","已发布","未收敛","","","",""
"agent_201","风控-系统规则引擎质检","总部","上海","系统","","","","472","已发布","未收敛","","","",""
"agent_215","正文附件核对器V1","上海分公司","上海","系统","","","","407","已发布","未收敛","","","",""
"agent_257","引用来源-证照","上海分公司","上海","系统","","","","282","未发布","未收敛","","","",""
"agent_258","队伍-综合线问答【枞枞】","总部","上海","系统","","","","279","已发布","未收敛","","","",""
"agent_266","湖衢绍签报审批器-3.0（通用模板）","上海分公司","上海","系统","","","","261","已发布","未收敛","","","",""
"agent_268","文档解析插件","上海分公司","上海","系统","","","","259","已发布","未收敛","","","",""
"agent_321","普惠档案问答_导出节点_2025-07-23 09:45:18","上海分公司","上海","系统","","","","142","未发布","未收敛","","","",""
"agent_336","PPT写作助手new","总部","上海","系统","","","","121","已发布","未收敛","","","",""
"agent_341","AI单据查询","总部","上海","系统","","","","119","已发布","未收敛","","","",""
"agent_379","公式计算器","上海分公司","上海","系统","","","","84","已发布","未收敛","","","",""
"agent_387","文化建设服务费智能识别入口","上海分公司","上海","系统","","","","78","未发布","未收敛","","","",""
"agent_397","千人千面测试","总部","上海","系统","","","","71","未发布","未收敛","","","",""
"agent_398","管理员网银卡保管人","上海分公司","上海","系统","","","","70","已发布","未收敛","","","",""
"agent_404","人格-日常知识库","上海分公司","上海","系统","","","","67","已发布","未收敛","","","",""
"agent_411","签报内容测试(规则内置版)（地区测试中）","总部","上海","系统","","","","66","已发布","未收敛","","","",""
"agent_422","智审2026-附件（正文+附件结合判断）","上海分公司","上海","系统","","","","60","已发布","未收敛","","","",""
"agent_437","智审2025(1)","上海分公司","上海","系统","","","","56","未发布","未收敛","","","",""
"agent_439","财智云客服","总部","上海","系统","","","","55","已发布","未收敛","","","",""
"agent_440","人格-智能出题-V3","上海分公司","上海","系统","","","","54","已发布","未收敛","","","",""
"agent_444","计费主体一致性校验","上海分公司","上海","系统","","","","53","未发布","未收敛","","","",""
"agent_456","签报审核助手","总部","上海","系统","","","","48","已发布","未收敛","","","",""
"agent_460","人格-签报全项判断审批器","上海分公司","上海","系统","","","","47","已发布","未收敛","","","",""
"agent_466","文档问答插件-支持多文件上传案例【黄金】","上海分公司","上海","系统","","","","45","未发布","未收敛","","","",""
"agent_467","文档问答插件simple case_导出节点_2025-02-18 22:57:51","总部","上海","系统","","","","45","已发布","未收敛","","","",""
"agent_478","企业关联方代码检索","上海分公司","上海","系统","","","","42","未发布","未收敛","","","",""
"agent_486","计费主体及管理主体查询","上海分公司","上海","系统","","","","41","已发布","未收敛","","","",""
"agent_495","人格-上海地区异常交易处理-各专业公司有权审批人-问答","上海分公司","上海","系统","","","","38","已发布","未收敛","","","",""
"agent_497","湖绍签报审批器-银保审批","上海分公司","上海","系统","","","","38","已发布","未收敛","","","",""
"agent_502","参考智能体(1)","总部","上海","系统","","","","37","未发布","未收敛","","","",""
"agent_503","文档问答插件-支持多文件上传案例【黄金】","总部","上海","系统","","","","37","已发布","未收敛","","","",""
"agent_506","Qwen2.5VL（视觉模型）","总部","上海","系统","","","","36","已发布","未收敛","","","",""
"agent_509","开卡人名单","上海分公司","上海","系统","","","","36","未发布","未收敛","","","",""
"agent_513","参考智能体","总部","上海","系统","","","","35","已发布","未收敛","","","",""
"agent_514","客服知识库测试","总部","上海","系统","","","","35","已发布","未收敛","","","",""
"agent_515","文档解析插件_导出节点_2025-06-09 17:57:22(1)","上海分公司","上海","系统","","","","35","未发布","未收敛","","","",""
"agent_517","网银卡分工问答_导出节点_2025-07-23 09:45:18_导出节点_2025-07-23 10:19:15_导出节点_2025-08-11 14:11:44(1)","上海分公司","上海","系统","","","","35","未发布","未收敛","","","",""
"agent_524","引用来源-智能体问答_导出节点_2025-05-27 10:32:02","上海分公司","上海","系统","","","","33","未发布","未收敛","","","",""
"agent_527","文档问答插件使用案例，支持单文件、多文件上传进行问答；支持TXT、DOCX、PDF、XLSX文件上传。可以在【全局设置>更多设置】中，调整期望上传的文件个数与大小。","上海分公司","上海","系统","","","","32","未发布","未收敛","","","",""
"agent_541","新增FAQ","总部","上海","系统","","","","30","已发布","未收敛","","","",""
"agent_545","万象成表","上海分公司","上海","系统","","","","29","未发布","未收敛","","","",""
"agent_553","丽水签报审批器-2.0（通用模板）(1)_导出节点_2025-04-28 10:59:51","上海分公司","上海","系统","","","","27","未发布","未收敛","","","",""
"agent_556","可视化看板","上海分公司","上海","系统","","","","27","未发布","未收敛","","","",""
"agent_559","演示知识库","总部","上海","系统","","","","27","未发布","未收敛","","","",""
"agent_564","引用来源-智能体问答_导出节点_2025-05-27 11:43:17","上海分公司","上海","系统","","","","26","未发布","未收敛","","","",""
"agent_569","项目计划制定","总部","上海","系统","","","","26","已发布","未收敛","","","",""
"agent_577","文化事业建设费","上海分公司","上海","系统","","","","25","未发布","未收敛","","","",""
"agent_582","个性化判断模块","上海分公司","上海","系统","","","","24","已发布","未收敛","","","",""
"agent_586","是否兑现100%准确2026+","上海分公司","上海","系统","","","","24","已发布","未收敛","","","",""
"agent_593","计费主体一致性校验_导出节点_2025-06-17 13:55:53","上海分公司","上海","系统","","","","24","未发布","未收敛","","","",""
"agent_601","数据看板生成","总部","上海","系统","","","","23","已发布","未收敛","","","",""
"agent_602","三级投产","上海分公司","上海","系统","","","","22","未发布","未收敛","","","",""
"agent_603","人格-非编辑解析_测试A","总部","上海","系统","","","","22","未发布","未收敛","","","",""
"agent_607","操作员知识库_导出节点_2025-07-23 09:45:18_导出节点_2025-07-23 10:19:15_导出节点_2025-08-11 14:11:44","上海分公司","上海","系统","","","","22","未发布","未收敛","","","",""
"agent_615","是否兑现100%准确2025","上海分公司","上海","系统","","","","21","未发布","未收敛","","","",""
"agent_616","签报正文审核V1","总部","上海","系统","","","","21","已发布","未收敛","","","",""
"agent_619","人格-DeepSeek","总部","上海","系统","","","","20","已发布","未收敛","","","",""
